ticket_id,priority,open_group,routing_groups,closed_group,resolution_hours
TKT-0767,P2,Service Desk,Security Operations|Telephony,Telephony,19.9
TKT-0768,P2,Network Operations,Database Administration|Cloud Infrastructure,Cloud Infrastructure,20.3
TKT-0769,P4,Network Operations,,Network Operations,0.7
TKT-0770,P3,Help Desk,Database Administration|Application Development|Email & Collaboration,Email & Collaboration,19.1
TKT-0771,P1,Security Operations,Network Operations|Identity & Access|Cloud Infrastructure,Cloud Infrastructure,35.2
TKT-0772,P2,Security Operations,,Security Operations,1.8
TKT-0773,P2,Help Desk,,Help Desk,0.5
TKT-0774,P2,Service Desk,Security Operations|Desktop Support|Database Administration,Database Administration,21.8
TKT-0775,P3,Network Operations,Security Operations|Telephony|Network Operations,Network Operations,19.3
TKT-0776,P1,Network Operations,,Network Operations,0.4
TKT-0777,P4,Service Desk,,Service Desk,1.6
TKT-0778,P4,Help Desk,,Help Desk,1.1
TKT-0779,P1,Network Operations,Desktop Support|Storage & Backup|Security Operations,Security Operations,35.4
TKT-0780,P2,Network Operations,Desktop Support|Security Operations|Database Administration,Database Administration,24.7
TKT-0781,P3,Service Desk,,Service Desk,2.0
TKT-0782,P2,Service Desk,Database Administration|Cloud Infrastructure|Storage & Backup,Storage & Backup,22.9
TKT-0783,P2,Network Operations,Telephony,Telephony,18.3
TKT-0784,P3,Help Desk,Network Operations|Desktop Support,Desktop Support,13.6
TKT-0785,P1,Security Operations,Telephony|Storage & Backup,Storage & Backup,31.5
TKT-0786,P1,Service Desk,Security Operations|Network Operations,Network Operations,30.1
TKT-0787,P3,Service Desk,Network Operations|Identity & Access,Identity & Access,14.0
TKT-0788,P2,Network Operations,Security Operations,Security Operations,17.1
TKT-0789,P4,Security Operations,,Security Operations,1.1
TKT-0790,P4,Help Desk,Telephony|Network Operations|Desktop Support,Desktop Support,12.5
TKT-0791,P4,Security Operations,,Security Operations,0.8
TKT-0792,P2,Security Operations,Cloud Infrastructure|Application Development,Application Development,19.7
TKT-0793,P1,Network Operations,Application Development|Security Operations,Security Operations,31.7
TKT-0794,P4,Service Desk,,Service Desk,2.0
TKT-0795,P3,Help Desk,Desktop Support,Desktop Support,10.5
TKT-0796,P4,Service Desk,,Service Desk,1.9
TKT-0797,P3,Security Operations,,Security Operations,1.8
TKT-0798,P1,Help Desk,Storage & Backup,Storage & Backup,28.9
TKT-0799,P2,Network Operations,Database Administration|Storage & Backup|Email & Collaboration,Email & Collaboration,25.7
TKT-0800,P4,Security Operations,,Security Operations,0.2
TKT-0801,P2,Security Operations,Email & Collaboration,Email & Collaboration,17.4
TKT-0802,P2,Security Operations,Telephony|Network Operations|Application Development,Application Development,24.7
TKT-0803,P2,Service Desk,Security Operations,Security Operations,15.3
TKT-0804,P4,Network Operations,,Network Operations,0.2
TKT-0805,P3,Security Operations,,Security Operations,1.1
TKT-0806,P4,Security Operations,,Security Operations,0.2
TKT-0807,P1,Security Operations,Storage & Backup,Storage & Backup,29.0
TKT-0808,P3,Network Operations,,Network Operations,0.4
TKT-0809,P1,Network Operations,Storage & Backup|Database Administration,Database Administration,31.3
TKT-0810,P3,Network Operations,Database Administration|Cloud Infrastructure|Telephony,Telephony,17.4
TKT-0811,P3,Help Desk,,Help Desk,1.0
TKT-0812,P1,Service Desk,Application Development|Telephony,Telephony,32.9
TKT-0813,P1,Security Operations,Security Operations|Desktop Support|Network Operations,Network Operations,37.9
TKT-0814,P1,Security Operations,Desktop Support|Email & Collaboration|Application Development,Application Development,36.3
TKT-0815,P3,Help Desk,Cloud Infrastructure|Desktop Support|Identity & Access,Identity & Access,16.9
TKT-0816,P2,Help Desk,,Help Desk,0.1
TKT-0817,P1,Network Operations,Desktop Support,Desktop Support,27.2
TKT-0818,P4,Network Operations,,Network Operations,1.4
TKT-0819,P1,Network Operations,Desktop Support,Desktop Support,27.2
TKT-0820,P4,Service Desk,,Service Desk,0.8
TKT-0821,P3,Security Operations,,Security Operations,0.6
TKT-0822,P1,Help Desk,Security Operations|Identity & Access,Identity & Access,33.8
TKT-0823,P3,Security Operations,,Security Operations,0.9
TKT-0824,P2,Help Desk,Security Operations|Telephony|Application Development,Application Development,24.3
TKT-0825,P1,Security Operations,Database Administration|Application Development,Application Development,31.3
TKT-0826,P1,Security Operations,,Security Operations,2.0
TKT-0827,P2,Service Desk,Desktop Support|Email & Collaboration,Email & Collaboration,21.3
TKT-0828,P4,Network Operations,,Network Operations,1.4
TKT-0829,P2,Help Desk,Security Operations|Identity & Access|Application Development,Application Development,23.1
TKT-0830,P2,Service Desk,,Service Desk,1.5
TKT-0831,P1,Network Operations,Application Development|Security Operations|Storage & Backup,Storage & Backup,35.4
TKT-0832,P1,Security Operations,Application Development|Storage & Backup|Email & Collaboration,Email & Collaboration,35.5
TKT-0833,P1,Help Desk,Security Operations|Telephony|Identity & Access,Identity & Access,33.3
TKT-0834,P3,Network Operations,,Network Operations,1.0
TKT-0835,P2,Service Desk,,Service Desk,0.6
TKT-0836,P3,Help Desk,,Help Desk,0.5
TKT-0837,P3,Network Operations,Database Administration,Database Administration,12.6
TKT-0838,P2,Security Operations,Security Operations|Identity & Access,Identity & Access,19.3
TKT-0839,P4,Service Desk,Desktop Support|Telephony,Telephony,9.6
TKT-0840,P1,Help Desk,Email & Collaboration|Identity & Access|Storage & Backup,Storage & Backup,37.9
TKT-0841,P4,Service Desk,Identity & Access|Telephony,Telephony,8.7
TKT-0842,P2,Security Operations,,Security Operations,1.1
TKT-0843,P2,Security Operations,,Security Operations,1.4
TKT-0844,P4,Service Desk,,Service Desk,0.3
TKT-0845,P2,Security Operations,,Security Operations,1.3
TKT-0846,P1,Help Desk,Network Operations,Network Operations,28.8
TKT-0847,P3,Network Operations,,Network Operations,1.0
TKT-0848,P3,Help Desk,Security Operations,Security Operations,12.2
TKT-0849,P1,Help Desk,Telephony,Telephony,27.9
TKT-0850,P1,Service Desk,Identity & Access|Application Development|Database Administration,Database Administration,35.6
TKT-0851,P1,Security Operations,Telephony|Storage & Backup|Security Operations,Security Operations,33.5
TKT-0852,P3,Security Operations,Storage & Backup|Identity & Access|Cloud Infrastructure,Cloud Infrastructure,15.9
TKT-0853,P3,Help Desk,,Help Desk,0.1
TKT-0854,P1,Service Desk,Cloud Infrastructure|Desktop Support,Desktop Support,34.9
TKT-0855,P3,Service Desk,Email & Collaboration|Database Administration|Telephony,Telephony,18.5
TKT-0856,P4,Service Desk,Network Operations|Desktop Support,Desktop Support,12.2
TKT-0857,P2,Help Desk,Storage & Backup,Storage & Backup,17.2
TKT-0858,P3,Network Operations,,Network Operations,0.2
TKT-0859,P4,Security Operations,,Security Operations,1.5
TKT-0860,P1,Security Operations,Network Operations,Network Operations,30.7
TKT-0861,P3,Network Operations,,Network Operations,1.1
TKT-0862,P3,Security Operations,,Security Operations,1.7
TKT-0863,P4,Help Desk,,Help Desk,1.3
TKT-0864,P2,Service Desk,Database Administration,Database Administration,18.2
TKT-0865,P2,Service Desk,Application Development|Storage & Backup|Desktop Support,Desktop Support,25.0
TKT-0866,P1,Help Desk,Database Administration|Application Development|Email & Collaboration,Email & Collaboration,35.2
TKT-0867,P2,Help Desk,Identity & Access|Application Development|Storage & Backup,Storage & Backup,23.3
TKT-0868,P1,Network Operations,Identity & Access|Telephony|Network Operations,Network Operations,35.0
TKT-0869,P4,Service Desk,,Service Desk,1.9
TKT-0870,P2,Network Operations,Identity & Access|Cloud Infrastructure,Cloud Infrastructure,21.5
TKT-0871,P1,Network Operations,,Network Operations,0.7
TKT-0872,P2,Help Desk,Desktop Support|Email & Collaboration,Email & Collaboration,22.2
TKT-0873,P2,Network Operations,Desktop Support|Identity & Access|Network Operations,Network Operations,25.7
TKT-0874,P2,Service Desk,Desktop Support|Cloud Infrastructure,Cloud Infrastructure,19.1
TKT-0875,P2,Service Desk,Storage & Backup|Desktop Support,Desktop Support,18.9
TKT-0876,P2,Network Operations,Storage & Backup|Database Administration,Database Administration,20.2
TKT-0877,P1,Network Operations,Telephony|Email & Collaboration|Application Development,Application Development,35.6
TKT-0878,P2,Service Desk,Cloud Infrastructure|Storage & Backup,Storage & Backup,20.7
TKT-0879,P2,Security Operations,Desktop Support|Security Operations,Security Operations,21.1
TKT-0880,P4,Help Desk,,Help Desk,0.1
TKT-0881,P1,Security Operations,Security Operations,Security Operations,28.0
TKT-0882,P2,Help Desk,Security Operations|Desktop Support,Desktop Support,18.4
TKT-0883,P4,Network Operations,,Network Operations,0.0
TKT-0884,P3,Network Operations,Email & Collaboration|Security Operations|Telephony,Telephony,16.6
TKT-0885,P2,Security Operations,Email & Collaboration,Email & Collaboration,18.2
TKT-0886,P1,Network Operations,Identity & Access|Network Operations,Network Operations,33.5
TKT-0887,P4,Network Operations,,Network Operations,0.9
TKT-0888,P2,Service Desk,,Service Desk,0.5
TKT-0889,P2,Help Desk,Cloud Infrastructure,Cloud Infrastructure,17.7
TKT-0890,P1,Service Desk,Application Development|Security Operations|Desktop Support,Desktop Support,36.0
TKT-0891,P1,Service Desk,Identity & Access|Network Operations,Network Operations,32.9
TKT-0892,P2,Help Desk,Security Operations|Cloud Infrastructure|Storage & Backup,Storage & Backup,21.9
TKT-0893,P1,Help Desk,Database Administration|Identity & Access|Cloud Infrastructure,Cloud Infrastructure,34.6
TKT-0894,P3,Security Operations,,Security Operations,1.0
TKT-0895,P3,Network Operations,Email & Collaboration|Network Operations|Telephony,Telephony,17.0
TKT-0896,P1,Network Operations,Telephony|Identity & Access|Security Operations,Security Operations,35.3
TKT-0897,P3,Service Desk,Cloud Infrastructure|Identity & Access,Identity & Access,15.7
TKT-0898,P4,Help Desk,,Help Desk,1.1
TKT-0899,P2,Security Operations,Cloud Infrastructure|Email & Collaboration|Desktop Support,Desktop Support,21.8
TKT-0900,P3,Help Desk,Storage & Backup,Storage & Backup,13.1
TKT-0901,P2,Help Desk,,Help Desk,0.1
TKT-0902,P2,Service Desk,Desktop Support|Database Administration|Telephony,Telephony,22.6
TKT-0903,P1,Service Desk,Security Operations,Security Operations,30.0
TKT-0904,P1,Security Operations,Email & Collaboration,Email & Collaboration,30.5
TKT-0905,P1,Service Desk,Cloud Infrastructure,Cloud Infrastructure,27.1
TKT-0906,P1,Network Operations,Email & Collaboration|Security Operations,Security Operations,33.5
TKT-0907,P2,Security Operations,Cloud Infrastructure,Cloud Infrastructure,18.5
TKT-0908,P2,Help Desk,Telephony|Network Operations|Desktop Support,Desktop Support,22.8
TKT-0909,P3,Help Desk,Application Development|Database Administration|Desktop Support,Desktop Support,19.4
TKT-0910,P2,Service Desk,Database Administration,Database Administration,19.3
TKT-0911,P3,Security Operations,,Security Operations,1.6
TKT-0912,P4,Help Desk,,Help Desk,1.7
TKT-0913,P1,Network Operations,Application Development|Cloud Infrastructure|Storage & Backup,Storage & Backup,36.9
TKT-0914,P2,Help Desk,Application Development|Security Operations|Database Administration,Database Administration,21.5
TKT-0915,P3,Service Desk,,Service Desk,1.8
TKT-0916,P2,Service Desk,,Service Desk,0.1
TKT-0917,P4,Help Desk,,Help Desk,0.3
TKT-0918,P2,Help Desk,Email & Collaboration|Desktop Support|Application Development,Application Development,21.4
TKT-0919,P1,Security Operations,Network Operations|Cloud Infrastructure,Cloud Infrastructure,31.3
TKT-0920,P4,Network Operations,Desktop Support|Email & Collaboration|Identity & Access,Identity & Access,15.0
TKT-0921,P1,Network Operations,Database Administration|Network Operations|Application Development,Application Development,33.2
TKT-0922,P3,Network Operations,Application Development,Application Development,12.8
TKT-0923,P4,Network Operations,,Network Operations,0.8
TKT-0924,P4,Help Desk,,Help Desk,1.9
TKT-0925,P1,Network Operations,Application Development|Network Operations|Identity & Access,Identity & Access,37.6
TKT-0926,P1,Security Operations,Telephony,Telephony,28.6
TKT-0927,P4,Network Operations,Cloud Infrastructure|Email & Collaboration,Email & Collaboration,9.2
TKT-0928,P4,Security Operations,Network Operations,Network Operations,7.1
TKT-0929,P1,Service Desk,Telephony,Telephony,31.6
TKT-0930,P2,Help Desk,,Help Desk,0.9
TKT-0931,P4,Security Operations,,Security Operations,1.4
TKT-0932,P2,Service Desk,Identity & Access|Storage & Backup|Telephony,Telephony,21.6
TKT-0933,P1,Service Desk,Application Development,Application Development,29.3
TKT-0934,P1,Network Operations,Cloud Infrastructure|Storage & Backup,Storage & Backup,33.9
TKT-0935,P1,Security Operations,Cloud Infrastructure|Security Operations,Security Operations,34.2
TKT-0936,P2,Service Desk,Telephony|Identity & Access|Network Operations,Network Operations,22.8
TKT-0937,P2,Security Operations,Desktop Support|Cloud Infrastructure|Network Operations,Network Operations,23.6
TKT-0938,P2,Service Desk,Identity & Access|Network Operations,Network Operations,22.9
TKT-0939,P1,Service Desk,Network Operations|Email & Collaboration,Email & Collaboration,34.3
TKT-0940,P3,Network Operations,Email & Collaboration|Cloud Infrastructure|Desktop Support,Desktop Support,16.0
TKT-0941,P1,Service Desk,Desktop Support,Desktop Support,29.7
TKT-0942,P1,Network Operations,Cloud Infrastructure,Cloud Infrastructure,27.6
TKT-0943,P4,Service Desk,,Service Desk,0.3
TKT-0944,P1,Help Desk,Email & Collaboration|Database Administration,Database Administration,33.5
TKT-0945,P2,Help Desk,Email & Collaboration,Email & Collaboration,16.5
TKT-0946,P4,Service Desk,,Service Desk,1.9
TKT-0947,P2,Service Desk,Desktop Support|Identity & Access|Storage & Backup,Storage & Backup,22.2
TKT-0948,P1,Network Operations,Application Development,Application Development,29.2
TKT-0949,P3,Service Desk,Cloud Infrastructure,Cloud Infrastructure,13.6
TKT-0950,P4,Service Desk,Security Operations|Application Development,Application Development,8.9
TKT-0951,P3,Security Operations,,Security Operations,0.8
TKT-0952,P3,Service Desk,Cloud Infrastructure,Cloud Infrastructure,13.9
TKT-0953,P4,Help Desk,,Help Desk,1.4
TKT-0954,P3,Security Operations,Security Operations|Network Operations,Network Operations,12.5
TKT-0955,P4,Help Desk,,Help Desk,1.2
TKT-0956,P1,Security Operations,Storage & Backup|Application Development|Cloud Infrastructure,Cloud Infrastructure,33.9
TKT-0957,P2,Security Operations,Database Administration|Storage & Backup,Storage & Backup,19.2
TKT-0958,P4,Security Operations,Network Operations,Network Operations,7.1
TKT-0959,P4,Help Desk,,Help Desk,0.7
TKT-0960,P2,Service Desk,,Service Desk,0.8
TKT-0961,P2,Service Desk,,Service Desk,0.8
TKT-0962,P1,Security Operations,Telephony|Security Operations|Identity & Access,Identity & Access,35.0
TKT-0963,P4,Help Desk,,Help Desk,0.3
TKT-0964,P2,Security Operations,Network Operations|Identity & Access,Identity & Access,19.7
TKT-0965,P4,Network Operations,,Network Operations,1.8
TKT-0966,P1,Help Desk,Application Development|Cloud Infrastructure,Cloud Infrastructure,32.7
TKT-0967,P1,Service Desk,Database Administration|Email & Collaboration|Telephony,Telephony,35.6
TKT-0968,P1,Security Operations,Cloud Infrastructure,Cloud Infrastructure,28.7
TKT-0969,P1,Service Desk,Security Operations|Desktop Support|Email & Collaboration,Email & Collaboration,37.8
TKT-0970,P1,Network Operations,Telephony|Cloud Infrastructure|Storage & Backup,Storage & Backup,33.5
TKT-0971,P3,Help Desk,Network Operations|Storage & Backup,Storage & Backup,16.9
TKT-0972,P4,Security Operations,Desktop Support|Application Development|Database Administration,Database Administration,12.6
TKT-0973,P4,Service Desk,,Service Desk,1.8
TKT-0974,P1,Help Desk,Telephony|Database Administration|Security Operations,Security Operations,36.1
TKT-0975,P3,Network Operations,,Network Operations,2.0
TKT-0976,P1,Network Operations,,Network Operations,0.7
TKT-0977,P4,Help Desk,,Help Desk,1.3
TKT-0978,P1,Security Operations,Cloud Infrastructure,Cloud Infrastructure,30.6
TKT-0979,P3,Network Operations,Storage & Backup|Email & Collaboration,Email & Collaboration,16.8
TKT-0980,P1,Service Desk,Application Development,Application Development,29.2
TKT-0981,P2,Service Desk,Database Administration|Application Development,Application Development,18.9
TKT-0982,P4,Network Operations,,Network Operations,0.6
TKT-0983,P2,Service Desk,Security Operations,Security Operations,19.3
TKT-0984,P1,Service Desk,Identity & Access|Network Operations,Network Operations,30.0
TKT-0985,P1,Network Operations,Security Operations,Security Operations,29.9
TKT-0986,P2,Network Operations,Telephony|Database Administration,Database Administration,21.4
TKT-0987,P3,Help Desk,Database Administration|Application Development|Network Operations,Network Operations,15.9
TKT-0988,P3,Service Desk,,Service Desk,1.3
TKT-0989,P2,Service Desk,Network Operations,Network Operations,17.5
TKT-0990,P2,Security Operations,Security Operations|Storage & Backup,Storage & Backup,22.4
TKT-0991,P2,Service Desk,,Service Desk,1.6
TKT-0992,P1,Service Desk,Telephony,Telephony,29.0
TKT-0993,P4,Service Desk,,Service Desk,1.2
TKT-0994,P3,Network Operations,Storage & Backup|Email & Collaboration,Email & Collaboration,14.6
TKT-0995,P2,Network Operations,Application Development|Email & Collaboration|Desktop Support,Desktop Support,22.2
TKT-0996,P4,Help Desk,Network Operations,Network Operations,9.2
TKT-0997,P1,Security Operations,,Security Operations,2.0
TKT-0998,P1,Help Desk,Email & Collaboration|Cloud Infrastructure,Cloud Infrastructure,33.9
TKT-0999,P2,Network Operations,Email & Collaboration|Cloud Infrastructure,Cloud Infrastructure,22.2
TKT-1000,P2,Help Desk,Telephony|Application Development|Database Administration,Database Administration,23.7
